caseid,age_5,age_10,gender,marital,how_often_rushed,health,mental_health,annual_income,household_income
12850,20 to 24,15 to 24,Male,Single (Never married),... every day?,... fair?,... good?,"$15,000 to $19,999","$150,000 or more"
12851,50 to 54,45 to 54,Female,Divorced,... every day?,... fair?,... fair?,"$30,000 to $39,999","$50,000 to $59,999"
12852,55 to 59,55 to 64,Female,Married,... about once a month?,... very good?,... very good?,Not stated,Not stated
12853,65 to 69,65 to 74,Female,Married,... every day?,... good?,... very good?,"$10,000 to $14,999","$40,000 to $49,999"
12854,55 to 59,55 to 64,Female,Married,... a few times a week?,... very good?,... very good?,"$10,000 to $14,999","$50,000 to $59,999"
12855,45 to 49,45 to 54,Female,Married,... every day?,... good?,... very good?,"$20,000 to $29,999","$80,000 to $99,999"
12856,60 to 64,55 to 64,Female,Married,... about once a week?,... very good?,... very good?,"$5,000 to $9,999","$30,000 to $39,999"
12857,65 to 69,65 to 74,Female,Divorced,... about once a week?,... excellent?,... excellent?,"$30,000 to $39,999","$30,000 to $39,999"
12858,70 to 74,65 to 74,Female,Married,... a few times a week?,... fair?,... fair?,"$5,000 to $9,999","$20,000 to $29,999"
12859,40 to 44,35 to 44,Male,Married,... every day?,... excellent?,... excellent?,"$60,000 to $79,999","$100,000 to $149,999"
12860,30 to 34,25 to 34,Female,Divorced,... every day?,... good?,... good?,"$60,000 to $79,999","$150,000 or more"
12861,40 to 44,35 to 44,Male,Married,... every day?,... very good?,... excellent?,"$100,000 or more","$100,000 to $149,999"
12862,45 to 49,45 to 54,Male,Married,... every day?,... fair?,... fair?,"$80,000 to $99,999","$100,000 to $149,999"
12863,45 to 49,45 to 54,Female,Married,... every day?,... good?,... good?,"$50,000 to $59,999","$100,000 to $149,999"
12864,65 to 69,65 to 74,Male,Married,... less than once a month?,... very good?,... good?,Not stated,Not stated
12865,20 to 24,15 to 24,Female,Living common-law,... every day?,... very good?,... very good?,"$5,000 to $9,999","$10,000 to $14,999"
12866,55 to 59,55 to 64,Female,Married,... about once a month?,... very good?,... very good?,"$20,000 to $29,999","$60,000 to $79,999"
12867,60 to 64,55 to 64,Male,Married,... every day?,... very good?,... excellent?,"$30,000 to $39,999","$80,000 to $99,999"
12868,45 to 49,45 to 54,Female,Married,... every day?,... good?,... good?,Don't know,Don't know
12869,65 to 69,65 to 74,Female,Married,... a few times a week?,... excellent?,... excellent?,"$15,000 to $19,999",Not stated
12870,65 to 69,65 to 74,Female,Married,... about once a week?,... very good?,... excellent?,"$20,000 to $29,999","$40,000 to $49,999"
12871,40 to 44,35 to 44,Female,Married,... a few times a week?,... poor?,... good?,"$40,000 to $49,999","$100,000 to $149,999"
12872,75 to 79,75 years and over,Female,Widowed,... every day?,... very good?,... excellent?,Don't know,Don't know
12873,45 to 49,45 to 54,Female,Married,... every day?,... good?,... good?,No income,"$50,000 to $59,999"
12874,40 to 44,35 to 44,Male,Married,... about once a month?,... good?,... very good?,"$40,000 to $49,999","$40,000 to $49,999"
12875,65 to 69,65 to 74,Female,Single (Never married),... about once a month?,... very good?,... excellent?,"$10,000 to $14,999","$10,000 to $14,999"
12876,35 to 39,35 to 44,Male,Married,... a few times a week?,... very good?,... very good?,"$100,000 or more","$150,000 or more"
12877,40 to 44,35 to 44,Female,Married,... every day?,... very good?,... very good?,No income,"$40,000 to $49,999"
12878,25 to 29,25 to 34,Male,Single (Never married),... about once a month?,... excellent?,... excellent?,"$40,000 to $49,999",Don't know
12879,55 to 59,55 to 64,Female,Married,... less than once a month?,... very good?,... good?,"$30,000 to $39,999","$40,000 to $49,999"
12880,50 to 54,45 to 54,Female,Single (Never married),... about once a week?,... good?,... good?,"$50,000 to $59,999","$60,000 to $79,999"
12881,45 to 49,45 to 54,Female,Married,... every day?,... excellent?,... fair?,"$60,000 to $79,999","$150,000 or more"
12882,60 to 64,55 to 64,Male,Single (Never married),... less than once a month?,... good?,... good?,"$5,000 to $9,999","$5,000 to $9,999"
12883,60 to 64,55 to 64,Female,Divorced,... every day?,... good?,... good?,"$40,000 to $49,999","$40,000 to $49,999"
12884,65 to 69,65 to 74,Male,Married,... every day?,... very good?,... very good?,"$50,000 to $59,999","$80,000 to $99,999"
12885,35 to 39,35 to 44,Female,Married,... a few times a week?,... excellent?,... excellent?,No income,Don't know
12886,18 to 19,15 to 24,Male,Single (Never married),... about once a month?,... very good?,... excellent?,No income,"$100,000 to $149,999"
12887,70 to 74,65 to 74,Female,Widowed,... never,... very good?,... good?,"$10,000 to $14,999","$10,000 to $14,999"
12888,15 to 17,15 to 24,Female,Single (Never married),... every day?,... fair?,... fair?,"Less than $5,000","$80,000 to $99,999"
12889,70 to 74,65 to 74,Male,Single (Never married),Don't know,... good?,... good?,Not stated,Not stated
12890,70 to 74,65 to 74,Female,Married,... less than once a month?,... very good?,... very good?,"$20,000 to $29,999","$50,000 to $59,999"
12891,45 to 49,45 to 54,Male,Married,... a few times a week?,... very good?,... excellent?,Not stated,"$100,000 to $149,999"
12892,30 to 34,25 to 34,Female,Separated,... a few times a week?,... very good?,... excellent?,"$60,000 to $79,999","$60,000 to $79,999"
12893,30 to 34,25 to 34,Male,Single (Never married),... every day?,... very good?,... very good?,Not stated,Not stated
12894,15 to 17,15 to 24,Male,Single (Never married),... a few times a week?,... very good?,... very good?,"$5,000 to $9,999",Don't know
12895,45 to 49,45 to 54,Male,Divorced,... about once a week?,... very good?,... very good?,"$100,000 or more","$100,000 to $149,999"
12896,55 to 59,55 to 64,Female,Divorced,... about once a week?,... fair?,... very good?,"$10,000 to $14,999","$10,000 to $14,999"
12897,70 to 74,65 to 74,Female,Single (Never married),... less than once a month?,... very good?,... excellent?,"$20,000 to $29,999","$20,000 to $29,999"
12898,35 to 39,35 to 44,Female,Single (Never married),... a few times a week?,... very good?,... very good?,"$60,000 to $79,999","$60,000 to $79,999"
12899,55 to 59,55 to 64,Male,Married,... every day?,... excellent?,... very good?,"$30,000 to $39,999","$100,000 to $149,999"
12900,35 to 39,35 to 44,Female,Divorced,... every day?,... fair?,... fair?,"$100,000 or more","$150,000 or more"
12901,30 to 34,25 to 34,Male,Married,... every day?,... good?,... very good?,"$80,000 to $99,999","$150,000 or more"
12902,45 to 49,45 to 54,Male,Married,... less than once a month?,... fair?,... very good?,"$100,000 or more","$100,000 to $149,999"
12903,75 to 79,75 years and over,Male,Divorced,... less than once a month?,... very good?,... very good?,"$100,000 or more","$100,000 to $149,999"
12904,65 to 69,65 to 74,Female,Married,... about once a week?,... excellent?,... very good?,"$40,000 to $49,999","$60,000 to $79,999"
12905,75 to 79,75 years and over,Female,Widowed,... every day?,... very good?,... good?,Don't know,Don't know
12906,25 to 29,25 to 34,Female,Married,... a few times a week?,... good?,... good?,"$20,000 to $29,999","$80,000 to $99,999"
12907,25 to 29,25 to 34,Male,Living common-law,... a few times a week?,... very good?,... very good?,"$40,000 to $49,999","$60,000 to $79,999"
12908,70 to 74,65 to 74,Female,Widowed,... less than once a month?,... good?,... very good?,"$20,000 to $29,999","$20,000 to $29,999"
12909,65 to 69,65 to 74,Female,Married,... a few times a week?,... excellent?,... excellent?,"$15,000 to $19,999","$30,000 to $39,999"
12910,50 to 54,45 to 54,Female,Married,... every day?,... good?,... very good?,Not stated,"$50,000 to $59,999"
12911,45 to 49,45 to 54,Female,Divorced,... never,... very good?,... good?,"$60,000 to $79,999","$60,000 to $79,999"
12912,30 to 34,25 to 34,Male,Single (Never married),... a few times a week?,... very good?,... very good?,"$60,000 to $79,999","$60,000 to $79,999"
12913,35 to 39,35 to 44,Male,Married,... every day?,... good?,... good?,"$80,000 to $99,999","$80,000 to $99,999"
12914,55 to 59,55 to 64,Female,Married,... every day?,... good?,... very good?,"$60,000 to $79,999","$60,000 to $79,999"
12915,50 to 54,45 to 54,Male,Divorced,... every day?,... very good?,... very good?,"$40,000 to $49,999","$40,000 to $49,999"
12916,60 to 64,55 to 64,Female,Single (Never married),... a few times a week?,... good?,... good?,"$60,000 to $79,999","$60,000 to $79,999"
12917,55 to 59,55 to 64,Male,Separated,... a few times a week?,Not stated,Not stated,Not stated,Not stated
12918,25 to 29,25 to 34,Male,Living common-law,... every day?,... very good?,... excellent?,"$60,000 to $79,999","$60,000 to $79,999"
12919,75 to 79,75 years and over,Female,Married,... about once a month?,... fair?,... very good?,Don't know,"$30,000 to $39,999"
12920,35 to 39,35 to 44,Male,Married,... every day?,... good?,... very good?,"$80,000 to $99,999","$150,000 or more"
12921,65 to 69,65 to 74,Female,Married,... a few times a week?,... very good?,... very good?,"$5,000 to $9,999","$20,000 to $29,999"
12922,20 to 24,15 to 24,Male,Single (Never married),... a few times a week?,... excellent?,... excellent?,"$5,000 to $9,999",Don't know
12923,80 years and over,75 years and over,Female,Widowed,... never,... excellent?,... good?,"$15,000 to $19,999","$15,000 to $19,999"
12924,55 to 59,55 to 64,Female,Married,... about once a month?,... excellent?,... excellent?,"$30,000 to $39,999","$60,000 to $79,999"
12925,60 to 64,55 to 64,Male,Married,... less than once a month?,... good?,... good?,"$20,000 to $29,999","$80,000 to $99,999"
12926,60 to 64,55 to 64,Female,Married,... every day?,... good?,... good?,Not stated,Not stated
12927,65 to 69,65 to 74,Male,Married,... about once a week?,... very good?,... very good?,"$40,000 to $49,999","$150,000 or more"
12928,35 to 39,35 to 44,Male,Living common-law,... every day?,... very good?,... very good?,"$50,000 to $59,999","$100,000 to $149,999"
12929,55 to 59,55 to 64,Male,Married,... about once a week?,... good?,... very good?,"$60,000 to $79,999","$80,000 to $99,999"
12930,20 to 24,15 to 24,Female,Living common-law,... a few times a week?,... very good?,... very good?,"$20,000 to $29,999","$80,000 to $99,999"
12931,25 to 29,25 to 34,Female,Single (Never married),... every day?,... very good?,... very good?,"$40,000 to $49,999","$40,000 to $49,999"
12932,35 to 39,35 to 44,Male,Married,... every day?,... excellent?,... excellent?,"$40,000 to $49,999","$80,000 to $99,999"
12933,50 to 54,45 to 54,Male,Married,... a few times a week?,... very good?,... very good?,"$100,000 or more","$150,000 or more"
12934,50 to 54,45 to 54,Female,Living common-law,... every day?,... good?,... good?,"$10,000 to $14,999","$40,000 to $49,999"
12935,55 to 59,55 to 64,Female,Married,... every day?,... very good?,... good?,"$40,000 to $49,999","$80,000 to $99,999"
12936,40 to 44,35 to 44,Male,Married,... every day?,... good?,... fair?,"$60,000 to $79,999","$100,000 to $149,999"
12937,60 to 64,55 to 64,Female,Married,... less than once a month?,... fair?,... excellent?,Not stated,Not stated
12938,55 to 59,55 to 64,Male,Married,... never,... very good?,... excellent?,"$60,000 to $79,999","$60,000 to $79,999"
12939,40 to 44,35 to 44,Female,Married,... every day?,... very good?,... very good?,"$10,000 to $14,999","$100,000 to $149,999"
12940,45 to 49,45 to 54,Male,Married,... about once a week?,Not stated,Not stated,Not stated,Not stated
12941,50 to 54,45 to 54,Female,Separated,... about once a week?,... very good?,... very good?,"$40,000 to $49,999","$50,000 to $59,999"
12942,15 to 17,15 to 24,Male,Single (Never married),... about once a week?,... good?,... very good?,No income,"$60,000 to $79,999"
12943,25 to 29,25 to 34,Female,Living common-law,... a few times a week?,... fair?,... good?,"$40,000 to $49,999","$50,000 to $59,999"
12944,40 to 44,35 to 44,Male,Married,... every day?,... fair?,... very good?,"$80,000 to $99,999","$150,000 or more"
12945,70 to 74,65 to 74,Female,Married,... about once a month?,... good?,... excellent?,Not stated,Not stated
12946,25 to 29,25 to 34,Male,Single (Never married),... a few times a week?,... good?,... very good?,"$30,000 to $39,999","$60,000 to $79,999"
12947,50 to 54,45 to 54,Male,Married,... every day?,... excellent?,... very good?,"$20,000 to $29,999","$150,000 or more"
12948,35 to 39,35 to 44,Male,Married,... every day?,... fair?,... fair?,"$80,000 to $99,999","$80,000 to $99,999"
12949,30 to 34,25 to 34,Male,Living common-law,... about once a month?,... very good?,... very good?,"$50,000 to $59,999","$100,000 to $149,999"
12950,15 to 17,15 to 24,Female,Single (Never married),... about once a week?,... excellent?,... very good?,"$5,000 to $9,999","$150,000 or more"
12951,60 to 64,55 to 64,Male,Married,... a few times a week?,... good?,... very good?,"$100,000 or more","$150,000 or more"
12952,25 to 29,25 to 34,Female,Single (Never married),... a few times a week?,... very good?,... very good?,Don't know,Don't know
12953,45 to 49,45 to 54,Female,Divorced,... a few times a week?,... fair?,... good?,"$20,000 to $29,999","$20,000 to $29,999"
12954,70 to 74,65 to 74,Female,Single (Never married),... never,... fair?,... very good?,Not stated,Not stated
12955,50 to 54,45 to 54,Female,Married,... a few times a week?,... excellent?,... very good?,"$30,000 to $39,999","$40,000 to $49,999"
12956,30 to 34,25 to 34,Female,Single (Never married),... every day?,... good?,... very good?,"$5,000 to $9,999","$5,000 to $9,999"
12957,25 to 29,25 to 34,Female,Married,... every day?,... good?,... excellent?,Not stated,Not stated
12958,20 to 24,15 to 24,Female,Single (Never married),... a few times a week?,... good?,... good?,Don't know,Don't know
12959,60 to 64,55 to 64,Female,Divorced,... every day?,... poor?,... poor?,"$10,000 to $14,999","$10,000 to $14,999"
12960,60 to 64,55 to 64,Female,Married,... a few times a week?,... very good?,... very good?,Not stated,"$50,000 to $59,999"
12961,20 to 24,15 to 24,Male,Single (Never married),... about once a week?,... fair?,... good?,No income,"$30,000 to $39,999"
12962,20 to 24,15 to 24,Male,Single (Never married),... a few times a week?,... good?,... good?,"$5,000 to $9,999","$80,000 to $99,999"
12963,30 to 34,25 to 34,Male,Living common-law,... about once a week?,... good?,... very good?,"$40,000 to $49,999","$50,000 to $59,999"
12964,75 to 79,75 years and over,Male,Separated,Don't know,... good?,... very good?,Don't know,Don't know
12965,40 to 44,35 to 44,Female,Married,... every day?,... fair?,... good?,"$80,000 to $99,999","$150,000 or more"
12966,70 to 74,65 to 74,Female,Married,... a few times a week?,... fair?,... good?,"$10,000 to $14,999","$30,000 to $39,999"
12967,50 to 54,45 to 54,Male,Divorced,... about once a month?,... poor?,... poor?,"$30,000 to $39,999","$60,000 to $79,999"
12968,30 to 34,25 to 34,Male,Living common-law,... about once a week?,... fair?,... good?,"$5,000 to $9,999",Don't know
12969,30 to 34,25 to 34,Female,Single (Never married),... a few times a week?,... very good?,... excellent?,"$60,000 to $79,999","$100,000 to $149,999"
12970,35 to 39,35 to 44,Male,Married,... every day?,... very good?,... good?,Not stated,Not stated
12971,50 to 54,45 to 54,Female,Divorced,... about once a week?,... excellent?,... excellent?,"$60,000 to $79,999","$60,000 to $79,999"
12972,75 to 79,75 years and over,Female,Divorced,... about once a month?,... excellent?,... excellent?,Not stated,Not stated
12973,25 to 29,25 to 34,Female,Single (Never married),... every day?,... very good?,... good?,"$10,000 to $14,999","$10,000 to $14,999"
